window_id,frequency,field,row_count,unique_account_count,duplicate_rate,missing_rate,invalid_rate,outside_reference_rate,new_category_rate,unknown_category_rate,jsd
2016-01,monthly,loan_amnt,8762,8762,0.0,0.0,0.0,0.0,0.0,0.0,0.0019341946020818564
2016-01,monthly,fico_n,8762,8762,0.0,0.0,0.0,0.0,0.0,0.0,0.00021268201928134004
2016-01,monthly,dti_n,8762,8762,0.0,0.0,0.0,0.0,0.0,0.0,0.00022303971906788116
2016-01,monthly,purpose,8762,8762,0.0,0.0,0.0,0.0,0.0,0.0,0.0022315419213012116
2016-01,monthly,home_ownership_n,8762,8762,0.0,0.0,0.0,0.0,0.0,0.0,0.00010846291057111301
2016-01,monthly,term,8762,8762,0.0,0.0,0.0,0.0,0.0,0.0,4.065594563299347e-06
2016-01,monthly,int_rate,8762,8762,0.0,0.0,0.0,0.0,0.0,0.0,0.010170604361554918
2016-01,monthly,installment,8762,8762,0.0,0.0,0.0,0.0,0.0,0.0,0.001533680708055894
2016-02,monthly,loan_amnt,10627,10627,0.0,0.0,0.0,0.0,0.0,0.0,0.0014221337465602927
2016-02,monthly,fico_n,10627,10627,0.0,0.0,0.0,0.0,0.0,0.0,0.0003564644250858484
2016-02,monthly,dti_n,10627,10627,0.0,0.0,0.0,0.0,0.0,0.0,0.0011277977708789222
2016-02,monthly,purpose,10627,10627,0.0,0.0,0.0,0.0,0.0,0.0,0.0016059097566178356
2016-02,monthly,home_ownership_n,10627,10627,0.0,0.0,0.0,0.0,0.0,0.0,5.4906933122337014e-05
2016-02,monthly,term,10627,10627,0.0,0.0,0.0,0.0,0.0,0.0,0.0002489926747303887
2016-02,monthly,int_rate,10627,10627,0.0,0.0,0.0,0.0,0.0,0.0,0.004875448383789122
2016-02,monthly,installment,10627,10627,0.0,0.0,0.0,0.0,0.0,0.0,0.0011624740935712904
2016-03,monthly,loan_amnt,14908,14908,0.0,0.0,0.0,0.0,0.0,0.0,0.00043121697582384393
2016-03,monthly,fico_n,14908,14908,0.0,0.0,0.0,0.0,0.0,0.0,9.208993114453468e-05
2016-03,monthly,dti_n,14908,14908,0.0,0.0,0.0,0.0,0.0,0.0,0.0011540408701798963
2016-03,monthly,purpose,14908,14908,0.0,0.0,0.0,0.0,0.0,0.0,0.0003627453122766623
2016-03,monthly,home_ownership_n,14908,14908,0.0,0.0,0.0,0.0,0.0,0.0,9.597786473218095e-05
2016-03,monthly,term,14908,14908,0.0,0.0,0.0,0.0,0.0,0.0,9.68121084701898e-07
2016-03,monthly,int_rate,14908,14908,0.0,0.0,0.0,0.0,0.0,0.0,0.00637482305583603
2016-03,monthly,installment,14908,14908,0.0,0.0,0.0,0.0,0.0,0.0,0.0003017483353531375
2016-04,monthly,loan_amnt,7205,7205,0.0,0.0,0.0,0.0,0.0,0.0,0.00034864604406701976
2016-04,monthly,fico_n,7205,7205,0.0,0.0,0.0,0.0,0.0,0.0,0.0002467985145176168
2016-04,monthly,dti_n,7205,7205,0.0,0.0,0.0,0.0,0.0,0.0,0.0006861985834182597
2016-04,monthly,purpose,7205,7205,0.0,0.0,0.0,0.0,0.0,0.0,0.0003209333091723184
2016-04,monthly,home_ownership_n,7205,7205,0.0,0.0,0.0,0.0,0.0,0.0,0.0002264356316684357
2016-04,monthly,term,7205,7205,0.0,0.0,0.0,0.0,0.0,0.0,2.147629530505871e-05
2016-04,monthly,int_rate,7205,7205,0.0,0.0,0.0,0.0,0.0,0.0,0.007227766594657466
2016-04,monthly,installment,7205,7205,0.0,0.0,0.0,0.0,0.0,0.0,0.0004386500896601368
2016-05,monthly,loan_amnt,5344,5344,0.0,0.0,0.0,0.0,0.0,0.0,0.00011999111798582669
2016-05,monthly,fico_n,5344,5344,0.0,0.0,0.0,0.0,0.0,0.0,0.0002792924384198358
2016-05,monthly,dti_n,5344,5344,0.0,0.0,0.0,0.0,0.0,0.0,0.001704981398251368
